,icd10 chapter,target,prevalence,time_stamp,recall,precision,f1-score,pr_auc,roc_auc,brier_score_loss,random_seed,target_label,training_percentage,estimator,featurizer,estimator_label
227,Diseases of the respiratory system,10,10.586226522481503,08-27-2023-07-11-36,0.0,0.0,0.0,0.2771759069132832,0.7355050888756562,0.08797178137565678,4,10,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
228,Diseases of the respiratory system,10,10.586226522481503,08-25-2023-20-20-24,0.0,0.0,0.0,0.30329530848967456,0.7451763481927134,0.08512678670258698,1,10,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
229,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-21-56-51,0.0,0.0,0.0,0.12405937791980043,0.5590302731634532,0.09696131815970872,2,10,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
230,Diseases of the respiratory system,10,10.586226522481503,08-25-2023-12-56-46,0.0,0.0,0.0,0.27012205532291306,0.7442146978501467,0.08604735510176502,0,10,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
231,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-13-34-23,0.0,0.0,0.0,0.2753737724474388,0.735008863609919,0.08793826281198373,2,10,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
232,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-20-33-23,0.0,0.0,0.0,0.18179707170866513,0.6460476513144835,0.09563045892448013,0,10,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
233,Diseases of the respiratory system,10,10.586226522481503,08-25-2023-15-57-30,0.0,0.0,0.0,0.26574202240004047,0.734136191590864,0.08691060420243751,0,10,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
234,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-22-45-26,0.0,0.0,0.0,0.19840892720111486,0.66855574491968,0.0993480959964741,3,10,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
235,Diseases of the respiratory system,10,10.586226522481503,08-25-2023-18-13-33,0.0,0.0,0.0,0.29077726356207856,0.7325688041997769,0.08726124683754481,1,10,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
236,Diseases of the respiratory system,10,10.586226522481503,08-27-2023-04-55-00,0.043010752688172046,0.4444444444444444,0.0784313725490196,0.2873581834918587,0.741018322690157,0.08733263685191907,3,10,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
237,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-21-12-47,0.0,0.0,0.0,0.12115327288131235,0.5436147786150867,0.09705796912027011,1,10,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
238,Diseases of the respiratory system,10,10.586226522481503,08-28-2023-12-24-34,0.0,0.0,0.0,0.30848473842517854,0.7405905422886594,0.0855288459612396,1,10,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
239,Diseases of the respiratory system,10,10.586226522481503,08-25-2023-10-43-31,0.0,0.0,0.0,0.21317541903367368,0.676656194602438,0.09102561501935834,0,10,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
240,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-18-21-51,0.005376344086021506,1.0,0.010695187165775402,0.29585650350993886,0.7434104706953314,0.08579236012375474,2,10,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
241,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-23-51-11,0.0,0.0,0.0,0.2521269834088944,0.7277092188387644,0.08742556047771695,3,10,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
242,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-20-13-28,0.0,0.0,0.0,0.07793143846010031,0.3436513966174548,0.09963450224976067,0,10,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
243,Diseases of the respiratory system,10,10.586226522481503,08-27-2023-02-09-31,0.0,0.0,0.0,0.2770782022749818,0.7386261746849825,0.08570942559818887,3,10,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
244,Diseases of the respiratory system,10,10.586226522481503,08-28-2023-17-32-37,0.0,0.0,0.0,0.2141556439770206,0.6906155246641068,0.09279399028467818,4,10,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
245,Diseases of the respiratory system,10,10.586226522481503,08-27-2023-12-42-11,0.0,0.0,0.0,0.26017367855567874,0.7420826403290829,0.09034429950129598,4,10,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
246,Diseases of the respiratory system,10,10.586226522481503,08-27-2023-09-33-26,0.010752688172043012,1.0,0.021276595744680854,0.2842988513726269,0.7453577270829482,0.08847844805363203,4,10,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
247,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-21-35-13,0.0,0.0,0.0,0.12156360541379913,0.5467889091941985,0.09686529862196411,2,10,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
248,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-20-53-45,0.0,0.0,0.0,0.15942372741646035,0.6089573793830381,0.09385279710319655,1,10,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
249,Diseases of the digestive system,11,15.822424587364827,08-25-2023-10-35-43,0.0,0.0,0.0,0.34312591814567645,0.7364712692320788,0.12041387928228557,0,11,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
250,Diseases of the digestive system,11,15.822424587364827,08-25-2023-12-42-39,0.0,0.0,0.0,0.3586728857933521,0.7437409099089896,0.1166093331568877,0,11,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
251,Diseases of the digestive system,11,15.822424587364827,08-26-2023-20-31-35,0.0,0.0,0.0,0.20000328594170977,0.5934351909952769,0.13323039926332536,0,11,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
252,Diseases of the digestive system,11,15.822424587364827,08-27-2023-12-25-33,0.0,0.0,0.0,0.355706553645741,0.7393655055671488,0.11727156943527567,4,11,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
253,Diseases of the digestive system,11,15.822424587364827,08-26-2023-13-27-20,0.0,0.0,0.0,0.31520534719695015,0.7235080090086146,0.12261924097833965,2,11,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
254,Diseases of the digestive system,11,15.822424587364827,08-27-2023-07-01-23,0.0,0.0,0.0,0.29373191723499664,0.7212558553562829,0.12376457972665092,4,11,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
255,Diseases of the digestive system,11,15.822424587364827,08-26-2023-20-12-15,0.0,0.0,0.0,0.1694059241875841,0.5377320861363648,0.13355590783872862,0,11,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
256,Diseases of the digestive system,11,15.822424587364827,08-26-2023-15-25-52,0.0,0.0,0.0,0.3654991131747075,0.7309916772464381,0.11804661930440624,2,11,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
257,Diseases of the digestive system,11,15.822424587364827,08-26-2023-22-19-52,0.0,0.0,0.0,0.1535738244593001,0.4850132064733609,0.1354648930048621,3,11,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
258,Diseases of the digestive system,11,15.822424587364827,08-28-2023-17-30-47,0.0,0.0,0.0,0.28104059660641967,0.6943540502283772,0.12876655747498283,4,11,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
259,Diseases of the digestive system,11,15.822424587364827,08-27-2023-01-53-23,0.007194244604316547,1.0,0.014285714285714287,0.34626336535660474,0.7364347872614687,0.11870389816782857,3,11,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
260,Diseases of the digestive system,11,15.822424587364827,08-26-2023-21-33-47,0.0,0.0,0.0,0.15985851135085388,0.5128246287351458,0.13483353765330874,2,11,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
261,Diseases of the digestive system,11,15.822424587364827,08-26-2023-21-10-40,0.0,0.0,0.0,0.17712046875695492,0.5399647827377044,0.1360899626236832,1,11,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
262,Diseases of the digestive system,11,15.822424587364827,08-28-2023-12-11-22,0.0,0.0,0.0,0.34268108106954986,0.7407007456914793,0.11826911766694523,1,11,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
263,Diseases of the digestive system,11,15.822424587364827,08-27-2023-09-16-07,0.0035971223021582736,1.0,0.007168458781362008,0.34128181554198456,0.7392147134219602,0.11786702779375118,4,11,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
264,Diseases of the digestive system,11,15.822424587364827,08-26-2023-22-43-20,0.03597122302158273,0.1724137931034483,0.05952380952380952,0.19842526326565318,0.59671370408744,0.13954032263233127,3,11,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
265,Diseases of the digestive system,11,15.822424587364827,08-25-2023-15-42-10,0.0,0.0,0.0,0.3523468670430329,0.7412212218055171,0.11649605242933746,0,11,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
266,Diseases of the digestive system,11,15.822424587364827,08-27-2023-04-40-35,0.007194244604316547,0.5,0.014184397163120569,0.3474157344212695,0.7418341189117671,0.11782769691725446,3,11,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
267,Diseases of the digestive system,11,15.822424587364827,08-28-2023-17-08-29,0.0,0.0,0.0,0.1517769670559937,0.4911227204848697,0.1375398145235217,4,11,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
268,Diseases of the digestive system,11,15.822424587364827,08-26-2023-23-41-08,0.0,0.0,0.0,0.30725342852242266,0.7220462980528355,0.12371705210970618,3,11,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
269,Diseases of the digestive system,11,15.822424587364827,08-25-2023-20-08-15,0.0,0.0,0.0,0.32187152773125416,0.7345328605269943,0.1214308926859615,1,11,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
270,Diseases of the digestive system,11,15.822424587364827,08-26-2023-20-52-16,0.0,0.0,0.0,0.13021581081068057,0.427014169597385,0.1362236753357816,1,11,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
271,Diseases of the digestive system,11,15.822424587364827,08-26-2023-21-55-05,0.0,0.0,0.0,0.1447995138534781,0.4515969374601738,0.13586835236454173,2,11,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
272,Diseases of the digestive system,11,15.822424587364827,08-25-2023-18-04-48,0.0,0.0,0.0,0.3059361809996005,0.7291335288766958,0.12455546513805277,1,11,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
273,Diseases of the digestive system,11,15.822424587364827,08-26-2023-18-06-52,0.0,0.0,0.0,0.355630987721851,0.7398203141340882,0.11730601074752427,2,11,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
274,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-27-2023-02-50-45,0.0,0.0,0.0,0.1934703297059286,0.7326667494721153,0.04934785855248816,3,12,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
275,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-25-2023-18-38-11,0.0,0.0,0.0,0.17957701013439448,0.7275369519314371,0.04984974068204484,1,12,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
276,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-20-58-22,0.0,0.0,0.0,0.04584723174472376,0.3945286299838529,0.05431236840065404,1,12,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
277,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-20-39-29,0.0,0.0,0.0,0.042711651157205606,0.38079741647000365,0.052974168365529255,0,12,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
278,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-20-17-54,0.0,0.0,0.0,0.036986325456648934,0.29506272512731335,0.060436406254454816,0,12,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
279,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-21-40-06,0.0,0.0,0.0,0.053846918561508285,0.4972487889703142,0.06038467649002206,2,12,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
280,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-25-2023-16-47-34,0.0,0.0,0.0,0.18718325576408243,0.695919761520308,0.05035575306206869,0,12,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
281,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-25-2023-13-39-10,0.0,0.0,0.0,0.17617842849736054,0.7307104707489752,0.050444439960202606,0,12,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
282,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-22-51-23,0.0,0.0,0.0,0.06613705251241601,0.5836107315861383,0.05359867406595073,3,12,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
283,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-28-2023-17-39-21,0.0,0.0,0.0,0.09851104894606166,0.629660911687989,0.051901817896465585,4,12,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
284,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-27-2023-10-11-30,0.0,0.0,0.0,0.19406059449572358,0.7617935660166439,0.049251467686476744,4,12,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
285,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-27-2023-00-17-21,0.0,0.0,0.0,0.1710806617962658,0.7465656440193765,0.05038030796983515,3,12,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
286,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-19-07-51,0.0,0.0,0.0,0.21485937265647703,0.7567817662402184,0.04873485081154693,2,12,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
287,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-22-04-19,0.0,0.0,0.0,0.04636372585676714,0.4338467271146441,0.05267379362489942,2,12,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
288,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-27-2023-07-38-40,0.0,0.0,0.0,0.16894912511545468,0.7591727735685009,0.050702722390764766,4,12,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
289,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-27-2023-05-43-42,0.0,0.0,0.0,0.23108548460595552,0.7677245062725127,0.048539435155412106,3,12,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
290,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-13-56-39,0.0,0.0,0.0,0.20535967784849216,0.7532107812694075,0.04895904477834591,2,12,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
291,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-28-2023-17-14-50,0.0,0.0,0.0,0.04479702294975273,0.38784001987330763,0.05755864862956833,4,12,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
292,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-25-2023-21-03-46,0.0,0.0,0.0,0.2384945883087643,0.7802881629611229,0.047690022095610844,1,12,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
293,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-27-2023-13-22-41,0.0,0.0,0.0,0.21300178796138564,0.7775742143833064,0.04900824547721283,4,12,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
294,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-25-2023-11-09-47,0.0,0.0,0.0,0.17227850591288713,0.701670599925475,0.050722607050613065,0,12,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
295,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-16-21-18,0.0,0.0,0.0,0.22622483095244833,0.7692150043472861,0.04852285612318907,2,12,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
296,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-21-20-05,0.0,0.0,0.0,0.04997009547410186,0.47700906719662156,0.052590821404146594,1,12,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
297,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-26-2023-22-26-32,0.0,0.0,0.0,0.06216516801214515,0.5700285678797665,0.052241266327916036,3,12,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
298,Diseases of the skin and subcutaneous tissue,12,5.520774046670461,08-28-2023-13-14-10,0.0,0.0,0.0,0.24685186414156846,0.7903490249658427,0.048254176385572764,1,12,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
299,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-23-56-11,0.0,0.0,0.0,0.34537976649108115,0.7214913615215672,0.10706775135528002,3,13,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
300,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-28-2023-17-33-59,0.0,0.0,0.0,0.18076485096641345,0.6256493380762443,0.1168878090049343,4,13,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
301,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-27-2023-07-17-37,0.004201680672268907,0.3333333333333333,0.008298755186721992,0.3380088329276805,0.763466676993378,0.10402814207632549,4,13,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
302,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-21-58-00,0.0,0.0,0.0,0.3248886219635669,0.763300711989865,0.11056383736803327,2,13,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
303,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-20-34-20,0.0,0.0,0.0,0.1523983715741599,0.5472806634174407,0.11705178416447659,0,13,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
304,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-13-38-45,0.046218487394957986,0.55,0.08527131782945736,0.3942687469956254,0.7935063426292175,0.09879535540581438,2,13,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
305,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-20-54-21,0.0,0.0,0.0,0.10374577727741019,0.3778718860816216,0.12140640649151445,1,13,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
306,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-25-2023-20-30-55,0.01680672268907563,0.6666666666666666,0.032786885245901634,0.42761293566143477,0.8019235343907146,0.09733490582864923,1,13,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
307,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-27-2023-02-18-03,0.0,0.0,0.0,0.3922092829751463,0.7950830101625904,0.10273913993979648,3,13,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
308,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-18-28-48,0.0,0.0,0.0,0.42224864210641605,0.8117099374311938,0.09739282959978042,2,13,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
309,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-22-46-33,0.0,0.0,0.0,0.21744952012460222,0.6282743512151404,0.1160503340085461,3,13,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
310,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-25-2023-10-49-29,0.0,0.0,0.0,0.3612955862346217,0.7665563921421104,0.10494415974829537,0,13,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
311,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-28-2023-17-10-42,0.0,0.0,0.0,0.1470684310748501,0.5379727928037574,0.11810666817211181,4,13,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
312,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-21-13-51,0.0,0.0,0.0,0.1660548919717596,0.583707215605136,0.11826246636798524,1,13,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
313,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-27-2023-05-02-11,0.01680672268907563,0.6666666666666666,0.032786885245901634,0.35117945909659165,0.7710263829033919,0.10365374643098274,3,13,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
314,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-15-47-41,0.037815126050420166,0.5294117647058824,0.07058823529411765,0.42725993695699166,0.815197968588357,0.09407940968480902,2,13,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
315,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-20-14-11,0.0,0.0,0.0,0.11781117462604677,0.4384242176133126,0.11944631749331204,0,13,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
316,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-22-22-10,0.0,0.0,0.0,0.18299683783328158,0.5900360144057624,0.11608561772890956,3,13,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
317,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-25-2023-13-06-01,0.004201680672268907,0.5,0.008333333333333333,0.3991940554962836,0.7841044251802103,0.10011721330547035,0,13,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
318,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-28-2023-12-33-37,0.004201680672268907,0.5,0.008333333333333333,0.43223503585376827,0.808277227941868,0.09739632831649786,1,13,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
319,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-26-2023-21-35-53,0.004201680672268907,0.5,0.008333333333333333,0.1934531202369084,0.6145573436747971,0.12997007408145467,2,13,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
320,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-25-2023-16-10-05,0.029411764705882353,0.5,0.05555555555555555,0.4066516946116937,0.7950553493286715,0.09745179409360151,0,13,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
321,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-27-2023-09-42-38,0.004201680672268907,0.5,0.008333333333333333,0.41817319659954966,0.7971409762061507,0.09844216281709005,4,13,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
322,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-27-2023-12-54-39,0.05042016806722689,0.6,0.09302325581395349,0.42190685175977694,0.8088581054541633,0.09642053534220527,4,13,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
323,Diseases of the musculoskeletal system and connective tissue,13,13.54581673306773,08-25-2023-18-19-45,0.0,0.0,0.0,0.4093032953387577,0.7903474753956883,0.10306546527603984,1,13,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
324,Diseases of the genitourinary system,14,15.139442231075698,08-27-2023-04-47-45,0.011278195488721804,0.25,0.02158273381294964,0.321264069746199,0.7523764138717015,0.11731363011234022,3,14,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
325,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-15-32-11,0.0037593984962406013,1.0,0.00749063670411985,0.3525606917594515,0.7553289662788762,0.11587965755199753,2,14,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
326,Diseases of the genitourinary system,14,15.139442231075698,08-28-2023-12-17-58,0.0,0.0,0.0,0.30671207469474326,0.721625492302184,0.11847120069601012,1,14,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
327,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-23-46-08,0.011278195488721804,0.375,0.021897810218978103,0.29961593164805084,0.7332465973787587,0.11981939973190335,3,14,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
328,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-21-12-00,0.0,0.0,0.0,0.2067836804794899,0.598104920248307,0.12717596389927308,1,14,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
329,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-22-20-36,0.02631578947368421,0.35,0.04895104895104895,0.19990434458539422,0.5769327745924168,0.14296444179488,3,14,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
330,Diseases of the genitourinary system,14,15.139442231075698,08-28-2023-17-09-09,0.0,0.0,0.0,0.1737632086514685,0.5493537667105388,0.12818600399929025,4,14,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
331,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-20-12-51,0.0,0.0,0.0,0.17378934681117325,0.5297272355940152,0.1284627408695659,0,14,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
332,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-20-32-21,0.0,0.0,0.0,0.20024288593917272,0.5697316732475051,0.12927859922520937,0,14,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
333,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-22-44-34,0.0,0.0,0.0,0.21933582452914113,0.6225447925649134,0.12624080449715888,3,14,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
334,Diseases of the genitourinary system,14,15.139442231075698,08-25-2023-18-09-15,0.0,0.0,0.0,0.2904339658313605,0.7101733206255073,0.11984063749964427,1,14,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
335,Diseases of the genitourinary system,14,15.139442231075698,08-27-2023-12-34-28,0.011278195488721804,0.5,0.022058823529411766,0.34868297900280953,0.7570384714300842,0.11385552850378633,4,14,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
336,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-13-31-09,0.0,0.0,0.0,0.3019782725693391,0.723617393584565,0.1200476596470327,2,14,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
337,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-21-56-04,0.0,0.0,0.0,0.15356396850859466,0.4855372838534969,0.12946037345561107,2,14,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
338,Diseases of the genitourinary system,14,15.139442231075698,08-25-2023-15-51-03,0.0,0.0,0.0,0.3525978845835438,0.7520662824062168,0.1152586857765305,0,14,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
339,Diseases of the genitourinary system,14,15.139442231075698,08-28-2023-17-31-34,0.0,0.0,0.0,0.18494982148151587,0.5805812317514107,0.13180035749016206,4,14,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
340,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-21-34-32,0.0,0.0,0.0,0.1448095773117556,0.4388990585114699,0.13043726296082464,2,14,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
341,Diseases of the genitourinary system,14,15.139442231075698,08-25-2023-20-14-19,0.0,0.0,0.0,0.315019730112388,0.7362218423321887,0.11741427174302917,1,14,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
342,Diseases of the genitourinary system,14,15.139442231075698,08-27-2023-07-06-11,0.045112781954887216,0.36363636363636365,0.0802675585284281,0.29660144307016495,0.718259431274363,0.11913870030912357,4,14,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
343,Diseases of the genitourinary system,14,15.139442231075698,08-25-2023-12-49-39,0.0037593984962406013,0.5,0.007462686567164178,0.3404842658009681,0.7382364361608247,0.11601366528691363,0,14,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
344,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-18-14-56,0.007518796992481203,0.6666666666666666,0.014869888475836432,0.3541581868023614,0.7570409928241126,0.11476876807403466,2,14,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
345,Diseases of the genitourinary system,14,15.139442231075698,08-26-2023-20-52-57,0.0,0.0,0.0,0.12698687868019728,0.4217359293606249,0.1364848107389527,1,14,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
