nabm_concept_name,nabm_concept_code,loinc_concept_name,loinc_concept_code
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cephalothin+Sulbactam [Susceptibility],55631-6
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cephalothin+Sulbactam [Susceptibility] by Disk diffusion (KB),55632-4
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cephalothin+Sulbactam [Susceptibility] by Disk diffusion (KB),55632-4
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cephalothin+Sulbactam [Susceptibility] by Gradient strip,55633-2
CMI BACTERIE AEROBIE,5278,Cephalothin+Sulbactam [Susceptibility] by Gradient strip,55633-2
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cephalothin+Sulbactam [Susceptibility] by Gradient strip,55633-2
CMI BACTERIE ANAEROBIE,5279,Cephalothin+Sulbactam [Susceptibility] by Gradient strip,55633-2
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefamandole+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55634-0
CMI BACTERIE AEROBIE,5278,Cefamandole+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55634-0
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefamandole+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55634-0
CMI BACTERIE ANAEROBIE,5279,Cefamandole+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55634-0
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefamandole+Sulbactam [Susceptibility],55635-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefamandole+Sulbactam [Susceptibility],55635-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefamandole+Sulbactam [Susceptibility] by Disk diffusion (KB),55636-5
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefamandole+Sulbactam [Susceptibility] by Disk diffusion (KB),55636-5
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefamandole+Sulbactam [Susceptibility] by Gradient strip,55637-3
CMI BACTERIE AEROBIE,5278,Cefamandole+Sulbactam [Susceptibility] by Gradient strip,55637-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefamandole+Sulbactam [Susceptibility] by Gradient strip,55637-3
CMI BACTERIE ANAEROBIE,5279,Cefamandole+Sulbactam [Susceptibility] by Gradient strip,55637-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cephapirin [Susceptibility] by Gradient strip,55638-1
CMI BACTERIE AEROBIE,5278,Cephapirin [Susceptibility] by Gradient strip,55638-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cephapirin [Susceptibility] by Gradient strip,55638-1
CMI BACTERIE ANAEROBIE,5279,Cephapirin [Susceptibility] by Gradient strip,55638-1
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefatrizine [Susceptibility] by Gradient strip,55639-9
CMI BACTERIE AEROBIE,5278,Cefatrizine [Susceptibility] by Gradient strip,55639-9
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefatrizine [Susceptibility] by Gradient strip,55639-9
CMI BACTERIE ANAEROBIE,5279,Cefatrizine [Susceptibility] by Gradient strip,55639-9
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefetamet [Susceptibility] by Gradient strip,55640-7
CMI BACTERIE AEROBIE,5278,Cefetamet [Susceptibility] by Gradient strip,55640-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefetamet [Susceptibility] by Gradient strip,55640-7
CMI BACTERIE ANAEROBIE,5279,Cefetamet [Susceptibility] by Gradient strip,55640-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefonicid [Susceptibility] by Gradient strip,55642-3
CMI BACTERIE AEROBIE,5278,Cefonicid [Susceptibility] by Gradient strip,55642-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefonicid [Susceptibility] by Gradient strip,55642-3
CMI BACTERIE ANAEROBIE,5279,Cefonicid [Susceptibility] by Gradient strip,55642-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Ceforanide [Susceptibility] by Gradient strip,55643-1
CMI BACTERIE AEROBIE,5278,Ceforanide [Susceptibility] by Gradient strip,55643-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Ceforanide [Susceptibility] by Gradient strip,55643-1
CMI BACTERIE ANAEROBIE,5279,Ceforanide [Susceptibility] by Gradient strip,55643-1
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefotaxime+Sulbactam [Susceptibility] by Gradient strip,55644-9
CMI BACTERIE AEROBIE,5278,Cefotaxime+Sulbactam [Susceptibility] by Gradient strip,55644-9
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefotaxime+Sulbactam [Susceptibility] by Gradient strip,55644-9
CMI BACTERIE ANAEROBIE,5279,Cefotaxime+Sulbactam [Susceptibility] by Gradient strip,55644-9
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefotiam [Susceptibility] by Gradient strip,55645-6
CMI BACTERIE AEROBIE,5278,Cefotiam [Susceptibility] by Gradient strip,55645-6
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefotiam [Susceptibility] by Gradient strip,55645-6
CMI BACTERIE ANAEROBIE,5279,Cefotiam [Susceptibility] by Gradient strip,55645-6
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cephradine [Susceptibility] by Gradient strip,55646-4
CMI BACTERIE AEROBIE,5278,Cephradine [Susceptibility] by Gradient strip,55646-4
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cephradine [Susceptibility] by Gradient strip,55646-4
CMI BACTERIE ANAEROBIE,5279,Cephradine [Susceptibility] by Gradient strip,55646-4
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefsulodin [Susceptibility] by Gradient strip,55647-2
CMI BACTERIE AEROBIE,5278,Cefsulodin [Susceptibility] by Gradient strip,55647-2
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefsulodin [Susceptibility] by Gradient strip,55647-2
CMI BACTERIE ANAEROBIE,5279,Cefsulodin [Susceptibility] by Gradient strip,55647-2
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,cefTAZidime+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55648-0
CMI BACTERIE AEROBIE,5278,cefTAZidime+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55648-0
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,cefTAZidime+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55648-0
CMI BACTERIE ANAEROBIE,5279,cefTAZidime+Sulbactam [Susceptibility] by Minimum inhibitory concentration (MIC),55648-0
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,cefTAZidime+Sulbactam [Susceptibility],55649-8
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,cefTAZidime+Sulbactam [Susceptibility],55649-8
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,cefTAZidime+Sulbactam [Susceptibility] by Disk diffusion (KB),55650-6
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,cefTAZidime+Sulbactam [Susceptibility] by Disk diffusion (KB),55650-6
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,cefTAZidime+Sulbactam [Susceptibility] by Gradient strip,55651-4
CMI BACTERIE AEROBIE,5278,cefTAZidime+Sulbactam [Susceptibility] by Gradient strip,55651-4
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,cefTAZidime+Sulbactam [Susceptibility] by Gradient strip,55651-4
CMI BACTERIE ANAEROBIE,5279,cefTAZidime+Sulbactam [Susceptibility] by Gradient strip,55651-4
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Ceftiofur [Susceptibility] by Gradient strip,55652-2
CMI BACTERIE AEROBIE,5278,Ceftiofur [Susceptibility] by Gradient strip,55652-2
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Ceftiofur [Susceptibility] by Gradient strip,55652-2
CMI BACTERIE ANAEROBIE,5279,Ceftiofur [Susceptibility] by Gradient strip,55652-2
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefuroxime Oral [Susceptibility] by Gradient strip,55653-0
CMI BACTERIE AEROBIE,5278,Cefuroxime Oral [Susceptibility] by Gradient strip,55653-0
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefuroxime Oral [Susceptibility] by Gradient strip,55653-0
CMI BACTERIE ANAEROBIE,5279,Cefuroxime Oral [Susceptibility] by Gradient strip,55653-0
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cefuroxime [Susceptibility] by Gradient strip,55654-8
CMI BACTERIE AEROBIE,5278,Cefuroxime [Susceptibility] by Gradient strip,55654-8
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cefuroxime [Susceptibility] by Gradient strip,55654-8
CMI BACTERIE ANAEROBIE,5279,Cefuroxime [Susceptibility] by Gradient strip,55654-8
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Chlortetracycline [Susceptibility] by Gradient strip,55655-5
CMI BACTERIE AEROBIE,5278,Chlortetracycline [Susceptibility] by Gradient strip,55655-5
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Chlortetracycline [Susceptibility] by Gradient strip,55655-5
CMI BACTERIE ANAEROBIE,5279,Chlortetracycline [Susceptibility] by Gradient strip,55655-5
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cinoxacin [Susceptibility] by Gradient strip,55656-3
CMI BACTERIE AEROBIE,5278,Cinoxacin [Susceptibility] by Gradient strip,55656-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cinoxacin [Susceptibility] by Gradient strip,55656-3
CMI BACTERIE ANAEROBIE,5279,Cinoxacin [Susceptibility] by Gradient strip,55656-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clindamycin.high potency [Susceptibility],55657-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clindamycin.high potency [Susceptibility],55657-1
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clindamycin.high potency [Susceptibility] by Gradient strip,55658-9
CMI BACTERIE AEROBIE,5278,Clindamycin.high potency [Susceptibility] by Gradient strip,55658-9
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clindamycin.high potency [Susceptibility] by Gradient strip,55658-9
CMI BACTERIE ANAEROBIE,5279,Clindamycin.high potency [Susceptibility] by Gradient strip,55658-9
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clindamycin.high potency [Susceptibility] by Disk diffusion (KB),55659-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clindamycin.high potency [Susceptibility] by Disk diffusion (KB),55659-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clindamycin.high potency [Susceptibility] by Minimum inhibitory concentration (MIC),55660-5
CMI BACTERIE AEROBIE,5278,Clindamycin.high potency [Susceptibility] by Minimum inhibitory concentration (MIC),55660-5
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clindamycin.high potency [Susceptibility] by Minimum inhibitory concentration (MIC),55660-5
CMI BACTERIE ANAEROBIE,5279,Clindamycin.high potency [Susceptibility] by Minimum inhibitory concentration (MIC),55660-5
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clofazimine [Susceptibility] by Disk diffusion (KB),55661-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clofazimine [Susceptibility] by Disk diffusion (KB),55661-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clofazimine [Susceptibility] by Gradient strip,55662-1
CMI BACTERIE AEROBIE,5278,Clofazimine [Susceptibility] by Gradient strip,55662-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clofazimine [Susceptibility] by Gradient strip,55662-1
CMI BACTERIE ANAEROBIE,5279,Clofazimine [Susceptibility] by Gradient strip,55662-1
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Clotrimazole [Susceptibility] by Gradient strip,55663-9
CMI BACTERIE AEROBIE,5278,Clotrimazole [Susceptibility] by Gradient strip,55663-9
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Clotrimazole [Susceptibility] by Gradient strip,55663-9
CMI BACTERIE ANAEROBIE,5279,Clotrimazole [Susceptibility] by Gradient strip,55663-9
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cloxacillin [Susceptibility] by Gradient strip,55664-7
CMI BACTERIE AEROBIE,5278,Cloxacillin [Susceptibility] by Gradient strip,55664-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cloxacillin [Susceptibility] by Gradient strip,55664-7
CMI BACTERIE ANAEROBIE,5279,Cloxacillin [Susceptibility] by Gradient strip,55664-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Colistimethate by Gradient strip,55665-4
CMI BACTERIE AEROBIE,5278,Colistimethate by Gradient strip,55665-4
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Colistimethate by Gradient strip,55665-4
CMI BACTERIE ANAEROBIE,5279,Colistimethate by Gradient strip,55665-4
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Cyclacillin [Susceptibility] by Gradient strip,55666-2
CMI BACTERIE AEROBIE,5278,Cyclacillin [Susceptibility] by Gradient strip,55666-2
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Cyclacillin [Susceptibility] by Gradient strip,55666-2
CMI BACTERIE ANAEROBIE,5279,Cyclacillin [Susceptibility] by Gradient strip,55666-2
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,cycloSERINE [Susceptibility] by Gradient strip,55667-0
CMI BACTERIE AEROBIE,5278,cycloSERINE [Susceptibility] by Gradient strip,55667-0
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,cycloSERINE [Susceptibility] by Gradient strip,55667-0
CMI BACTERIE ANAEROBIE,5279,cycloSERINE [Susceptibility] by Gradient strip,55667-0
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Dicloxacillin [Susceptibility] by Gradient strip,55668-8
CMI BACTERIE AEROBIE,5278,Dicloxacillin [Susceptibility] by Gradient strip,55668-8
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Dicloxacillin [Susceptibility] by Gradient strip,55668-8
CMI BACTERIE ANAEROBIE,5279,Dicloxacillin [Susceptibility] by Gradient strip,55668-8
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Dibekacin [Susceptibility] by Minimum inhibitory concentration (MIC),55669-6
CMI BACTERIE AEROBIE,5278,Dibekacin [Susceptibility] by Minimum inhibitory concentration (MIC),55669-6
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Dibekacin [Susceptibility] by Minimum inhibitory concentration (MIC),55669-6
CMI BACTERIE ANAEROBIE,5279,Dibekacin [Susceptibility] by Minimum inhibitory concentration (MIC),55669-6
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Dibekacin [Susceptibility],55670-4
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Dibekacin [Susceptibility],55670-4
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Dibekacin [Susceptibility] by Disk diffusion (KB),55671-2
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Dibekacin [Susceptibility] by Disk diffusion (KB),55671-2
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Dibekacin [Susceptibility] by Gradient strip,55672-0
CMI BACTERIE AEROBIE,5278,Dibekacin [Susceptibility] by Gradient strip,55672-0
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Dibekacin [Susceptibility] by Gradient strip,55672-0
CMI BACTERIE ANAEROBIE,5279,Dibekacin [Susceptibility] by Gradient strip,55672-0
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Flumequine [Susceptibility] by Minimum inhibitory concentration (MIC),55675-3
CMI BACTERIE AEROBIE,5278,Flumequine [Susceptibility] by Minimum inhibitory concentration (MIC),55675-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Flumequine [Susceptibility] by Minimum inhibitory concentration (MIC),55675-3
CMI BACTERIE ANAEROBIE,5279,Flumequine [Susceptibility] by Minimum inhibitory concentration (MIC),55675-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Flumequine [Susceptibility],55676-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Flumequine [Susceptibility],55676-1
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Flumequine [Susceptibility] by Disk diffusion (KB),55677-9
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Flumequine [Susceptibility] by Disk diffusion (KB),55677-9
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Flumequine [Susceptibility] by Gradient strip,55678-7
CMI BACTERIE AEROBIE,5278,Flumequine [Susceptibility] by Gradient strip,55678-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Flumequine [Susceptibility] by Gradient strip,55678-7
CMI BACTERIE ANAEROBIE,5279,Flumequine [Susceptibility] by Gradient strip,55678-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Framycetin [Susceptibility] by Gradient strip,55679-5
CMI BACTERIE AEROBIE,5278,Framycetin [Susceptibility] by Gradient strip,55679-5
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Framycetin [Susceptibility] by Gradient strip,55679-5
CMI BACTERIE ANAEROBIE,5279,Framycetin [Susceptibility] by Gradient strip,55679-5
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Isepamicin [Susceptibility] by Gradient strip,55680-3
CMI BACTERIE AEROBIE,5278,Isepamicin [Susceptibility] by Gradient strip,55680-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Isepamicin [Susceptibility] by Gradient strip,55680-3
CMI BACTERIE ANAEROBIE,5279,Isepamicin [Susceptibility] by Gradient strip,55680-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Miocamycin [Susceptibility] by Gradient strip,55687-8
CMI BACTERIE AEROBIE,5278,Miocamycin [Susceptibility] by Gradient strip,55687-8
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Miocamycin [Susceptibility] by Gradient strip,55687-8
CMI BACTERIE ANAEROBIE,5279,Miocamycin [Susceptibility] by Gradient strip,55687-8
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Nitroxoline [Susceptibility] by Gradient strip,55688-6
CMI BACTERIE AEROBIE,5278,Nitroxoline [Susceptibility] by Gradient strip,55688-6
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Nitroxoline [Susceptibility] by Gradient strip,55688-6
CMI BACTERIE ANAEROBIE,5279,Nitroxoline [Susceptibility] by Gradient strip,55688-6
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Oleandomycin [Susceptibility] by Gradient strip,55690-2
CMI BACTERIE AEROBIE,5278,Oleandomycin [Susceptibility] by Gradient strip,55690-2
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Oleandomycin [Susceptibility] by Gradient strip,55690-2
CMI BACTERIE ANAEROBIE,5279,Oleandomycin [Susceptibility] by Gradient strip,55690-2
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Ornidazole [Susceptibility],55691-0
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Ornidazole [Susceptibility],55691-0
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Ornidazole [Susceptibility] by Gradient strip,55692-8
CMI BACTERIE AEROBIE,5278,Ornidazole [Susceptibility] by Gradient strip,55692-8
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Ornidazole [Susceptibility] by Gradient strip,55692-8
CMI BACTERIE ANAEROBIE,5279,Ornidazole [Susceptibility] by Gradient strip,55692-8
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Ornidazole [Susceptibility] by Disk diffusion (KB),55693-6
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Ornidazole [Susceptibility] by Disk diffusion (KB),55693-6
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Ornidazole [Susceptibility] by Minimum inhibitory concentration (MIC),55694-4
CMI BACTERIE AEROBIE,5278,Ornidazole [Susceptibility] by Minimum inhibitory concentration (MIC),55694-4
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Ornidazole [Susceptibility] by Minimum inhibitory concentration (MIC),55694-4
CMI BACTERIE ANAEROBIE,5279,Ornidazole [Susceptibility] by Minimum inhibitory concentration (MIC),55694-4
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Oxolinate [Susceptibility] by Minimum inhibitory concentration (MIC),55695-1
CMI BACTERIE AEROBIE,5278,Oxolinate [Susceptibility] by Minimum inhibitory concentration (MIC),55695-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Oxolinate [Susceptibility] by Minimum inhibitory concentration (MIC),55695-1
CMI BACTERIE ANAEROBIE,5279,Oxolinate [Susceptibility] by Minimum inhibitory concentration (MIC),55695-1
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Oxolinate [Susceptibility],55696-9
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Oxolinate [Susceptibility],55696-9
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Oxolinate [Susceptibility] by Disk diffusion (KB),55697-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Oxolinate [Susceptibility] by Disk diffusion (KB),55697-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Oxolinate [Susceptibility] by Gradient strip,55698-5
CMI BACTERIE AEROBIE,5278,Oxolinate [Susceptibility] by Gradient strip,55698-5
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Oxolinate [Susceptibility] by Gradient strip,55698-5
CMI BACTERIE ANAEROBIE,5279,Oxolinate [Susceptibility] by Gradient strip,55698-5
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Oxytetracycline [Susceptibility] by Gradient strip,55699-3
CMI BACTERIE AEROBIE,5278,Oxytetracycline [Susceptibility] by Gradient strip,55699-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Oxytetracycline [Susceptibility] by Gradient strip,55699-3
CMI BACTERIE ANAEROBIE,5279,Oxytetracycline [Susceptibility] by Gradient strip,55699-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Paromomycin [Susceptibility] by Disk diffusion (KB),55701-7
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Paromomycin [Susceptibility] by Disk diffusion (KB),55701-7
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Paromomycin [Susceptibility] by Gradient strip,55702-5
CMI BACTERIE AEROBIE,5278,Paromomycin [Susceptibility] by Gradient strip,55702-5
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Paromomycin [Susceptibility] by Gradient strip,55702-5
CMI BACTERIE ANAEROBIE,5279,Paromomycin [Susceptibility] by Gradient strip,55702-5
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Pipemidate [Susceptibility] by Gradient strip,55703-3
CMI BACTERIE AEROBIE,5278,Pipemidate [Susceptibility] by Gradient strip,55703-3
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Pipemidate [Susceptibility] by Gradient strip,55703-3
CMI BACTERIE ANAEROBIE,5279,Pipemidate [Susceptibility] by Gradient strip,55703-3
ANTIBIOGRAMME BACTERIE ANAEROBIE (SAUF MYCOPLASME) (ATB),270,Piperacillin+Sulbactam [Susceptibility] by Gradient strip,55704-1
CMI BACTERIE AEROBIE,5278,Piperacillin+Sulbactam [Susceptibility] by Gradient strip,55704-1
ANTIBIOGRAMME BACTERIE AEROBIE (SAUF MYCOPLASME) (ATB),269,Piperacillin+Sulbactam [Susceptibility] by Gradient strip,55704-1
CMI BACTERIE ANAEROBIE,5279,Piperacillin+Sulbactam [Susceptibility] by Gradient strip,55704-1
