concept_code,concept_name,concept_chapter,concept_category
M8281,ostéoporose au cours d'autres maladies classées ailleurs - région scapulaire,13,M82
M8282,ostéoporose au cours d'autres maladies classées ailleurs - bras,13,M82
M8283,ostéoporose au cours d'autres maladies classées ailleurs - avant-bras,13,M82
M8284,ostéoporose au cours d'autres maladies classées ailleurs - main,13,M82
M8285,ostéoporose au cours d'autres maladies classées ailleurs - région pelvienne et cuisse,13,M82
M8286,ostéoporose au cours d'autres maladies classées ailleurs - jambe,13,M82
M8287,ostéoporose au cours d'autres maladies classées ailleurs - cheville et pied,13,M82
M8288,ostéoporose au cours d'autres maladies classées ailleurs - autres localisations,13,M82
M8289,ostéoporose au cours d'autres maladies classées ailleurs - siège non précisé,13,M82
M83,ostéomalacie de l'adulte,13,M83
M830,ostéomalacie puerpérale,13,M83
M8300,ostéomalacie puerpérale - sièges multiples,13,M83
M8301,ostéomalacie puerpérale - région scapulaire,13,M83
M8302,ostéomalacie puerpérale - bras,13,M83
M8303,ostéomalacie puerpérale - avant-bras,13,M83
M8304,ostéomalacie puerpérale - main,13,M83
M8305,ostéomalacie puerpérale - région pelvienne et cuisse,13,M83
M8306,ostéomalacie puerpérale - jambe,13,M83
M8307,ostéomalacie puerpérale - cheville et pied,13,M83
M8308,ostéomalacie puerpérale - autres localisations,13,M83
M8309,ostéomalacie puerpérale - siège non précisé,13,M83
M831,ostéomalacie sénile,13,M83
M8310,ostéomalacie sénile - sièges multiples,13,M83
M8311,ostéomalacie sénile - région scapulaire,13,M83
M8312,ostéomalacie sénile - bras,13,M83
M8313,ostéomalacie sénile - avant-bras,13,M83
M8314,ostéomalacie sénile - main,13,M83
M8315,ostéomalacie sénile - région pelvienne et cuisse,13,M83
M8316,ostéomalacie sénile - jambe,13,M83
M8317,ostéomalacie sénile - cheville et pied,13,M83
M8318,ostéomalacie sénile - autres localisations,13,M83
M8319,ostéomalacie sénile - siège non précisé,13,M83
M832,ostéomalacie de l'adulte par malabsorption,13,M83
M8320,ostéomalacie de l'adulte par malabsorption - sièges multiples,13,M83
M8321,ostéomalacie de l'adulte par malabsorption - région scapulaire,13,M83
M8322,ostéomalacie de l'adulte par malabsorption - bras,13,M83
M8323,ostéomalacie de l'adulte par malabsorption - avant-bras,13,M83
M8324,ostéomalacie de l'adulte par malabsorption - main,13,M83
M8325,ostéomalacie de l'adulte par malabsorption - région pelvienne et cuisse,13,M83
M8326,ostéomalacie de l'adulte par malabsorption - jambe,13,M83
M8327,ostéomalacie de l'adulte par malabsorption - cheville et pied,13,M83
M8328,ostéomalacie de l'adulte par malabsorption - autres localisations,13,M83
M8329,ostéomalacie de l'adulte par malabsorption - siège non précisé,13,M83
M833,ostéomalacie de l'adulte due à la malnutrition,13,M83
M8330,ostéomalacie de l'adulte due à la malnutrition - sièges multiples,13,M83
M8331,ostéomalacie de l'adulte due à la malnutrition - région scapulaire,13,M83
M8332,ostéomalacie de l'adulte due à la malnutrition - bras,13,M83
M8333,ostéomalacie de l'adulte due à la malnutrition - avant-bras,13,M83
M8334,ostéomalacie de l'adulte due à la malnutrition - main,13,M83
M8335,ostéomalacie de l'adulte due à la malnutrition - région pelvienne et cuisse,13,M83
M8336,ostéomalacie de l'adulte due à la malnutrition - jambe,13,M83
M8337,ostéomalacie de l'adulte due à la malnutrition - cheville et pied,13,M83
M8338,ostéomalacie de l'adulte due à la malnutrition - autres localisations,13,M83
M8339,ostéomalacie de l'adulte due à la malnutrition - siège non précisé,13,M83
M834,maladie osseuse due à l'aluminium,13,M83
M8340,maladie osseuse due à l'aluminium - sièges multiples,13,M83
M8341,maladie osseuse due à l'aluminium - région scapulaire,13,M83
M8342,maladie osseuse due à l'aluminium - bras,13,M83
M8343,maladie osseuse due à l'aluminium - avant-bras,13,M83
M8344,maladie osseuse due à l'aluminium - main,13,M83
M8345,maladie osseuse due à l'aluminium - région pelvienne et cuisse,13,M83
M8346,maladie osseuse due à l'aluminium - jambe,13,M83
M8347,maladie osseuse due à l'aluminium - cheville et pied,13,M83
M8348,maladie osseuse due à l'aluminium - autres localisations,13,M83
M8349,maladie osseuse due à l'aluminium - siège non précisé,13,M83
M835,autres ostéomalacies médicamenteuses de l'adulte,13,M83
M8350,autres ostéomalacies médicamenteuses de l'adulte - sièges multiples,13,M83
M8351,autres ostéomalacies médicamenteuses de l'adulte - région scapulaire,13,M83
M8352,autres ostéomalacies médicamenteuses de l'adulte - bras,13,M83
M8353,autres ostéomalacies médicamenteuses de l'adulte - avant-bras,13,M83
M8354,autres ostéomalacies médicamenteuses de l'adulte - main,13,M83
M8355,autres ostéomalacies médicamenteuses de l'adulte - région pelvienne et cuisse,13,M83
M8356,autres ostéomalacies médicamenteuses de l'adulte - jambe,13,M83
M8357,autres ostéomalacies médicamenteuses de l'adulte - cheville et pied,13,M83
M8358,autres ostéomalacies médicamenteuses de l'adulte - autres localisations,13,M83
M8359,autres ostéomalacies médicamenteuses de l'adulte - siège non précisé,13,M83
M838,autres ostéomalacies de l'adulte,13,M83
M8380,autres ostéomalacies de l'adulte - sièges multiples,13,M83
M8381,autres ostéomalacies de l'adulte - région scapulaire,13,M83
M8382,autres ostéomalacies de l'adulte - bras,13,M83
M8383,autres ostéomalacies de l'adulte - avant-bras,13,M83
M8384,autres ostéomalacies de l'adulte - main,13,M83
M8385,autres ostéomalacies de l'adulte - région pelvienne et cuisse,13,M83
M8386,autres ostéomalacies de l'adulte - jambe,13,M83
M8387,autres ostéomalacies de l'adulte - cheville et pied,13,M83
M8388,autres ostéomalacies de l'adulte - autres localisations,13,M83
M8389,autres ostéomalacies de l'adulte - siège non précisé,13,M83
M839,"ostéomalacie de l'adulte, sans précision",13,M83
M8390,"ostéomalacie de l'adulte, sans précision - sièges multiples",13,M83
M8391,"ostéomalacie de l'adulte, sans précision - région scapulaire",13,M83
M8392,"ostéomalacie de l'adulte, sans précision - bras",13,M83
M8393,"ostéomalacie de l'adulte, sans précision - avant-bras",13,M83
M8394,"ostéomalacie de l'adulte, sans précision - main",13,M83
M8395,"ostéomalacie de l'adulte, sans précision - région pelvienne et cuisse",13,M83
M8396,"ostéomalacie de l'adulte, sans précision - jambe",13,M83
M8397,"ostéomalacie de l'adulte, sans précision - cheville et pied",13,M83
M8398,"ostéomalacie de l'adulte, sans précision - autres localisations",13,M83
M8399,"ostéomalacie de l'adulte, sans précision - siège non précisé",13,M83
M84,anomalie de la continuité osseuse,13,M84
M840,fracture mal consolidée,13,M84
M8400,fracture mal consolidée - sièges multiples,13,M84
M8401,fracture mal consolidée - région scapulaire,13,M84
M8402,fracture mal consolidée - bras,13,M84
M8403,fracture mal consolidée - avant-bras,13,M84
M8404,fracture mal consolidée - main,13,M84
M8405,fracture mal consolidée - région pelvienne et cuisse,13,M84
M8406,fracture mal consolidée - jambe,13,M84
M8407,fracture mal consolidée - cheville et pied,13,M84
M8408,fracture mal consolidée - autres localisations,13,M84
M8409,fracture mal consolidée - siège non précisé,13,M84
M841,fracture non consolidée [pseudarthrose],13,M84
M8410,fracture non consolidée (pseudarthrose) - sièges multiples,13,M84
M8411,fracture non consolidée (pseudarthrose) - région scapulaire,13,M84
M8412,fracture non consolidée (pseudarthrose) - bras,13,M84
M8413,fracture non consolidée (pseudarthrose) - avant-bras,13,M84
M8414,fracture non consolidée (pseudarthrose) - main,13,M84
M8415,fracture non consolidée (pseudarthrose) - région pelvienne et cuisse,13,M84
M8416,fracture non consolidée (pseudarthrose) - jambe,13,M84
M8417,fracture non consolidée (pseudarthrose) - cheville et pied,13,M84
M8418,fracture non consolidée (pseudarthrose) - autres localisations,13,M84
M8419,fracture non consolidée (pseudarthrose) - siège non précisé,13,M84
M842,retard de consolidation d'une fracture,13,M84
M8420,retard de consolidation d'une fracture - sièges multiples,13,M84
M8421,retard de consolidation d'une fracture - région scapulaire,13,M84
M8422,retard de consolidation d'une fracture - bras,13,M84
M8423,retard de consolidation d'une fracture - avant-bras,13,M84
M8424,retard de consolidation d'une fracture - main,13,M84
M8425,retard de consolidation d'une fracture - région pelvienne et cuisse,13,M84
M8426,retard de consolidation d'une fracture - jambe,13,M84
M8427,retard de consolidation d'une fracture - cheville et pied,13,M84
M8428,retard de consolidation d'une fracture - autres localisations,13,M84
M8429,retard de consolidation d'une fracture - siège non précisé,13,M84
M843,"fracture par sollicitation excessive, non classée ailleurs",13,M84
M8430,"fracture par sollicitation excessive, non classée ailleurs - sièges multiples",13,M84
M8431,"fracture par sollicitation excessive, non classée ailleurs - région scapulaire",13,M84
M8432,"fracture par sollicitation excessive, non classée ailleurs - bras",13,M84
M8433,"fracture par sollicitation excessive, non classée ailleurs - avant-bras",13,M84
M8434,"fracture par sollicitation excessive, non classée ailleurs - main",13,M84
M8435,"fracture par sollicitation excessive, non classée ailleurs - région pelvienne et cuisse",13,M84
M8436,"fracture par sollicitation excessive, non classée ailleurs - jambe",13,M84
M8437,"fracture par sollicitation excessive, non classée ailleurs - cheville et pied",13,M84
M8438,"fracture par sollicitation excessive, non classée ailleurs - autres localisations",13,M84
M8439,"fracture par sollicitation excessive, non classée ailleurs - siège non précisé",13,M84
M844,"fracture pathologique, non classée ailleurs",13,M84
M8440,"fracture pathologique, non classée ailleurs - sièges multiples",13,M84
M8441,"fracture pathologique, non classée ailleurs - région scapulaire",13,M84
M8442,"fracture pathologique, non classée ailleurs - bras",13,M84
M8443,"fracture pathologique, non classée ailleurs - avant-bras",13,M84
M8444,"fracture pathologique, non classée ailleurs - main",13,M84
M8445,"fracture pathologique, non classée ailleurs - région pelvienne et cuisse",13,M84
M8446,"fracture pathologique, non classée ailleurs - jambe",13,M84
M8447,"fracture pathologique, non classée ailleurs - cheville et pied",13,M84
M8448,"fracture pathologique, non classée ailleurs - autres localisations",13,M84
M8449,"fracture pathologique, non classée ailleurs - siège non précisé",13,M84
M848,autres anomalies de la continuité osseuse,13,M84
M8480,autres anomalies de la continuité osseuse - sièges multiples,13,M84
M8481,autres anomalies de la continuité osseuse - région scapulaire,13,M84
M8482,autres anomalies de la continuité osseuse - bras,13,M84
M8483,autres anomalies de la continuité osseuse - avant-bras,13,M84
M8484,autres anomalies de la continuité osseuse - main,13,M84
M8485,autres anomalies de la continuité osseuse - région pelvienne et cuisse,13,M84
M8486,autres anomalies de la continuité osseuse - jambe,13,M84
M8487,autres anomalies de la continuité osseuse - cheville et pied,13,M84
M8488,autres anomalies de la continuité osseuse - autres localisations,13,M84
M8489,autres anomalies de la continuité osseuse - siège non précisé,13,M84
M849,"anomalie de la continuité osseuse, sans précision",13,M84
M8490,"anomalie de la continuité osseuse, sans précision - sièges multiples",13,M84
M8491,"anomalie de la continuité osseuse, sans précision - région scapulaire",13,M84
M8492,"anomalie de la continuité osseuse, sans précision - bras",13,M84
M8493,"anomalie de la continuité osseuse, sans précision - avant-bras",13,M84
M8494,"anomalie de la continuité osseuse, sans précision - main",13,M84
M8495,"anomalie de la continuité osseuse, sans précision - région pelvienne et cuisse",13,M84
M8496,"anomalie de la continuité osseuse, sans précision - jambe",13,M84
M8497,"anomalie de la continuité osseuse, sans précision - cheville et pied",13,M84
M8498,"anomalie de la continuité osseuse, sans précision - autres localisations",13,M84
M8499,"anomalie de la continuité osseuse, sans précision - siège non précisé",13,M84
M85,autres anomalies de la densité et de la structure osseuses,13,M85
M850,dysplasie fibreuse (localisée),13,M85
M8500,dysplasie fibreuse (localisée) - sièges multiples,13,M85
M8501,dysplasie fibreuse (localisée) - région scapulaire,13,M85
M8502,dysplasie fibreuse (localisée) - bras,13,M85
M8503,dysplasie fibreuse (localisée) - avant-bras,13,M85
M8504,dysplasie fibreuse (localisée) - main,13,M85
M8505,dysplasie fibreuse (localisée) - région pelvienne et cuisse,13,M85
M8506,dysplasie fibreuse (localisée) - jambe,13,M85
M8507,dysplasie fibreuse (localisée) - cheville et pied,13,M85
M8508,dysplasie fibreuse (localisée) - autres localisations,13,M85
M8509,dysplasie fibreuse (localisée) - siège non précisé,13,M85
M851,ostéose fluorée,13,M85
M8510,ostéose fluorée - sièges multiples,13,M85
M8511,ostéose fluorée - région scapulaire,13,M85
M8512,ostéose fluorée - bras,13,M85
M8513,ostéose fluorée - avant-bras,13,M85
M8514,ostéose fluorée - main,13,M85
M8515,ostéose fluorée - région pelvienne et cuisse,13,M85
M8516,ostéose fluorée - jambe,13,M85
M8517,ostéose fluorée - cheville et pied,13,M85
M8518,ostéose fluorée - autres localisations,13,M85
M8519,ostéose fluorée - siège non précisé,13,M85
M852,hyperostose du crâne,13,M85
M8520,hyperostose du crâne - sièges multiples,13,M85
M8528,hyperostose du crâne - autres localisations,13,M85
M853,ostéite condensante,13,M85
M8530,ostéite condensante - sièges multiples,13,M85
M8531,ostéite condensante - région scapulaire,13,M85
M8532,ostéite condensante - bras,13,M85
M8533,ostéite condensante - avant-bras,13,M85
M8534,ostéite condensante - main,13,M85
M8535,ostéite condensante - région pelvienne et cuisse,13,M85
M8536,ostéite condensante - jambe,13,M85
M8537,ostéite condensante - cheville et pied,13,M85
M8538,ostéite condensante - autres localisations,13,M85
M8539,ostéite condensante - siège non précisé,13,M85
M854,kyste solitaire des os,13,M85
M8540,kyste solitaire des os - sièges multiples,13,M85
M8541,kyste solitaire des os - région scapulaire,13,M85
M8542,kyste solitaire des os - bras,13,M85
M8543,kyste solitaire des os - avant-bras,13,M85
M8544,kyste solitaire des os - main,13,M85
M8545,kyste solitaire des os - région pelvienne et cuisse,13,M85
M8546,kyste solitaire des os - jambe,13,M85
M8547,kyste solitaire des os - cheville et pied,13,M85
M8548,kyste solitaire des os - autres localisations,13,M85
M8549,kyste solitaire des os - siège non précisé,13,M85
M855,kyste anévrismal des os,13,M85
M8550,kyste anévrismal des os - sièges multiples,13,M85
M8551,kyste anévrismal des os - région scapulaire,13,M85
M8552,kyste anévrismal des os - bras,13,M85
M8553,kyste anévrismal des os - avant-bras,13,M85
M8554,kyste anévrismal des os - main,13,M85
M8555,kyste anévrismal des os - région pelvienne et cuisse,13,M85
M8556,kyste anévrismal des os - jambe,13,M85
M8557,kyste anévrismal des os - cheville et pied,13,M85
M8558,kyste anévrismal des os - autres localisations,13,M85
M8559,kyste anévrismal des os - siège non précisé,13,M85
M856,autres kystes osseux,13,M85
M8560,autres kystes osseux - sièges multiples,13,M85
M8561,autres kystes osseux - région scapulaire,13,M85
M8562,autres kystes osseux - bras,13,M85
M8563,autres kystes osseux - avant-bras,13,M85
M8564,autres kystes osseux - main,13,M85
M8565,autres kystes osseux - région pelvienne et cuisse,13,M85
M8566,autres kystes osseux - jambe,13,M85
M8567,autres kystes osseux - cheville et pied,13,M85
M8568,autres kystes osseux - autres localisations,13,M85
M8569,autres kystes osseux - siège non précisé,13,M85
M858,autres anomalies précisées de la densité et de la structure osseuses,13,M85
M8580,autres anomalies précisées de la densité et de la structure osseuses - sièges multiples,13,M85
M8581,autres anomalies précisées de la densité et de la structure osseuses - région scapulaire,13,M85
M8582,autres anomalies précisées de la densité et de la structure osseuses - bras,13,M85
M8583,autres anomalies précisées de la densité et de la structure osseuses - avant-bras,13,M85
M8584,autres anomalies précisées de la densité et de la structure osseuses - main,13,M85
M8585,autres anomalies précisées de la densité et de la structure osseuses - région pelvienne et cuisse,13,M85
M8586,autres anomalies précisées de la densité et de la structure osseuses - jambe,13,M85
M8587,autres anomalies précisées de la densité et de la structure osseuses - cheville et pied,13,M85
M8588,autres anomalies précisées de la densité et de la structure osseuses - autres localisations,13,M85
M8589,autres anomalies précisées de la densité et de la structure osseuses - siège non précisé,13,M85
M859,"anomalie de la densité et de la structure osseuses, sans précision",13,M85
M8590,"anomalie de la densité et de la structure osseuses, sans précision - sièges multiples",13,M85
M8591,"anomalie de la densité et de la structure osseuses, sans précision - région scapulaire",13,M85
M8592,"anomalie de la densité et de la structure osseuses, sans précision - bras",13,M85
M8593,"anomalie de la densité et de la structure osseuses, sans précision - avant-bras",13,M85
M8594,"anomalie de la densité et de la structure osseuses, sans précision - main",13,M85
M8595,"anomalie de la densité et de la structure osseuses, sans précision - région pelvienne et cuisse",13,M85
M8596,"anomalie de la densité et de la structure osseuses, sans précision - jambe",13,M85
M8597,"anomalie de la densité et de la structure osseuses, sans précision - cheville et pied",13,M85
M8598,"anomalie de la densité et de la structure osseuses, sans précision - autres localisations",13,M85
M8599,"anomalie de la densité et de la structure osseuses, sans précision - siège non précisé",13,M85
M86,ostéomyélite,13,M86
M860,ostéomyélite hématogène aiguë,13,M86
M8600,ostéomyélite hématogène aiguë - sièges multiples,13,M86
M8601,ostéomyélite hématogène aiguë - région scapulaire,13,M86
M8602,ostéomyélite hématogène aiguë - bras,13,M86
M8603,ostéomyélite hématogène aiguë - avant-bras,13,M86
M8604,ostéomyélite hématogène aiguë - main,13,M86
M8605,ostéomyélite hématogène aiguë - région pelvienne et cuisse,13,M86
M8606,ostéomyélite hématogène aiguë - jambe,13,M86
M8607,ostéomyélite hématogène aiguë - cheville et pied,13,M86
M8608,ostéomyélite hématogène aiguë - autres localisations,13,M86
M8609,ostéomyélite hématogène aiguë - siège non précisé,13,M86
M861,autres ostéomyélites aiguës,13,M86
M8610,autres ostéomyélites aiguës - sièges multiples,13,M86
M8611,autres ostéomyélites aiguës - région scapulaire,13,M86
M8612,autres ostéomyélites aiguës - bras,13,M86
M8613,autres ostéomyélites aiguës - avant-bras,13,M86
M8614,autres ostéomyélites aiguës - main,13,M86
M8615,autres ostéomyélites aiguës - région pelvienne et cuisse,13,M86
M8616,autres ostéomyélites aiguës - jambe,13,M86
M8617,autres ostéomyélites aiguës - cheville et pied,13,M86
M8618,autres ostéomyélites aiguës - autres localisations,13,M86
M8619,autres ostéomyélites aiguës - siège non précisé,13,M86
M862,ostéomyélite subaiguë,13,M86
M8620,ostéomyélite subaiguë - sièges multiples,13,M86
M8621,ostéomyélite subaiguë - région scapulaire,13,M86
M8622,ostéomyélite subaiguë - bras,13,M86
M8623,ostéomyélite subaiguë - avant-bras,13,M86
M8624,ostéomyélite subaiguë - main,13,M86
M8625,ostéomyélite subaiguë - région pelvienne et cuisse,13,M86
M8626,ostéomyélite subaiguë - jambe,13,M86
M8627,ostéomyélite subaiguë - cheville et pied,13,M86
M8628,ostéomyélite subaiguë - autres localisations,13,M86
M8629,ostéomyélite subaiguë - siège non précisé,13,M86
M863,ostéomyélite chronique multiple,13,M86
M8630,ostéomyélite chronique multiple - sièges multiples,13,M86
M8631,ostéomyélite chronique multiple - région scapulaire,13,M86
M8632,ostéomyélite chronique multiple - bras,13,M86
M8633,ostéomyélite chronique multiple - avant-bras,13,M86
M8634,ostéomyélite chronique multiple - main,13,M86
M8635,ostéomyélite chronique multiple - région pelvienne et cuisse,13,M86
M8636,ostéomyélite chronique multiple - jambe,13,M86
M8637,ostéomyélite chronique multiple - cheville et pied,13,M86
M8638,ostéomyélite chronique multiple - autres localisations,13,M86
M8639,ostéomyélite chronique multiple - siège non précisé,13,M86
M864,ostéomyélite chronique avec fistule de drainage,13,M86
M8640,ostéomyélite chronique avec fistule de drainage - sièges multiples,13,M86
M8641,ostéomyélite chronique avec fistule de drainage - région scapulaire,13,M86
M8642,ostéomyélite chronique avec fistule de drainage - bras,13,M86
M8643,ostéomyélite chronique avec fistule de drainage - avant-bras,13,M86
M8644,ostéomyélite chronique avec fistule de drainage - main,13,M86
M8645,ostéomyélite chronique avec fistule de drainage - région pelvienne et cuisse,13,M86
M8646,ostéomyélite chronique avec fistule de drainage - jambe,13,M86
M8647,ostéomyélite chronique avec fistule de drainage - cheville et pied,13,M86
M8648,ostéomyélite chronique avec fistule de drainage - autres localisations,13,M86
M8649,ostéomyélite chronique avec fistule de drainage - siège non précisé,13,M86
M865,autres ostéomyélites hématogènes chroniques,13,M86
M8650,autres ostéomyélites hématogènes chroniques - sièges multiples,13,M86
M8651,autres ostéomyélites hématogènes chroniques - région scapulaire,13,M86
M8652,autres ostéomyélites hématogènes chroniques - bras,13,M86
M8653,autres ostéomyélites hématogènes chroniques - avant-bras,13,M86
M8654,autres ostéomyélites hématogènes chroniques - main,13,M86
M8655,autres ostéomyélites hématogènes chroniques - région pelvienne et cuisse,13,M86
M8656,autres ostéomyélites hématogènes chroniques - jambe,13,M86
M8657,autres ostéomyélites hématogènes chroniques - cheville et pied,13,M86
M8658,autres ostéomyélites hématogènes chroniques - autres localisations,13,M86
M8659,autres ostéomyélites hématogènes chroniques - siège non précisé,13,M86
M866,autres ostéomyélites chroniques,13,M86
M8660,autres ostéomyélites chroniques - sièges multiples,13,M86
M8661,autres ostéomyélites chroniques - région scapulaire,13,M86
M8662,autres ostéomyélites chroniques - bras,13,M86
M8663,autres ostéomyélites chroniques - avant-bras,13,M86
M8664,autres ostéomyélites chroniques - main,13,M86
M8665,autres ostéomyélites chroniques - région pelvienne et cuisse,13,M86
M8666,autres ostéomyélites chroniques - jambe,13,M86
M8667,autres ostéomyélites chroniques - cheville et pied,13,M86
M8668,autres ostéomyélites chroniques - autres localisations,13,M86
M8669,autres ostéomyélites chroniques - siège non précisé,13,M86
M868,autres ostéomyélites,13,M86
M8680,autres ostéomyélites - sièges multiples,13,M86
M8681,autres ostéomyélites - région scapulaire,13,M86
M8682,autres ostéomyélites - bras,13,M86
M8683,autres ostéomyélites - avant-bras,13,M86
M8684,autres ostéomyélites - main,13,M86
M8685,autres ostéomyélites - région pelvienne et cuisse,13,M86
M8686,autres ostéomyélites - jambe,13,M86
M8687,autres ostéomyélites - cheville et pied,13,M86
M8688,autres ostéomyélites - autres localisations,13,M86
M8689,autres ostéomyélites - siège non précisé,13,M86
M869,"ostéomyélite, sans précision",13,M86
M8690,"ostéomyélite, sans précision - sièges multiples",13,M86
M8691,"ostéomyélite, sans précision - région scapulaire",13,M86
M8692,"ostéomyélite, sans précision - bras",13,M86
M8693,"ostéomyélite, sans précision - avant-bras",13,M86
M8694,"ostéomyélite, sans précision - main",13,M86
M8695,"ostéomyélite, sans précision - région pelvienne et cuisse",13,M86
M8696,"ostéomyélite, sans précision - jambe",13,M86
M8697,"ostéomyélite, sans précision - cheville et pied",13,M86
M8698,"ostéomyélite, sans précision - autres localisations",13,M86
M8699,"ostéomyélite, sans précision - siège non précisé",13,M86
M87,ostéonécrose,13,M87
M870,ostéonécrose aseptique idiopathique,13,M87
M8700,ostéonécrose aseptique idiopathique - sièges multiples,13,M87
M8701,ostéonécrose aseptique idiopathique - région scapulaire,13,M87
M8702,ostéonécrose aseptique idiopathique - bras,13,M87
M8703,ostéonécrose aseptique idiopathique - avant-bras,13,M87
M8704,ostéonécrose aseptique idiopathique - main,13,M87
M8705,ostéonécrose aseptique idiopathique - région pelvienne et cuisse,13,M87
M8706,ostéonécrose aseptique idiopathique - jambe,13,M87
M8707,ostéonécrose aseptique idiopathique - cheville et pied,13,M87
M8708,ostéonécrose aseptique idiopathique - autres localisations,13,M87
M8709,ostéonécrose aseptique idiopathique - siège non précisé,13,M87
M871,ostéonécrose médicamenteuse,13,M87
M8710,ostéonécrose médicamenteuse - sièges multiples,13,M87
M8711,ostéonécrose médicamenteuse - région scapulaire,13,M87
M8712,ostéonécrose médicamenteuse - bras,13,M87
M8713,ostéonécrose médicamenteuse - avant-bras,13,M87
M8714,ostéonécrose médicamenteuse - main,13,M87
M8715,ostéonécrose médicamenteuse - région pelvienne et cuisse,13,M87
M8716,ostéonécrose médicamenteuse - jambe,13,M87
M8717,ostéonécrose médicamenteuse - cheville et pied,13,M87
M8718,ostéonécrose médicamenteuse - autres localisations,13,M87
M8719,ostéonécrose médicamenteuse - siège non précisé,13,M87
M872,ostéonécrose due à un traumatisme antérieur,13,M87
M8720,ostéonécrose due à un traumatisme antérieur - sièges multiples,13,M87
M8721,ostéonécrose due à un traumatisme antérieur - région scapulaire,13,M87
M8722,ostéonécrose due à un traumatisme antérieur - bras,13,M87
M8723,ostéonécrose due à un traumatisme antérieur - avant-bras,13,M87
M8724,ostéonécrose due à un traumatisme antérieur - main,13,M87
M8725,ostéonécrose due à un traumatisme antérieur - région pelvienne et cuisse,13,M87
M8726,ostéonécrose due à un traumatisme antérieur - jambe,13,M87
M8727,ostéonécrose due à un traumatisme antérieur - cheville et pied,13,M87
M8728,ostéonécrose due à un traumatisme antérieur - autres localisations,13,M87
M8729,ostéonécrose due à un traumatisme antérieur - siège non précisé,13,M87
M873,autres ostéonécroses secondaires,13,M87
M8730,autres ostéonécroses secondaires - sièges multiples,13,M87
M8731,autres ostéonécroses secondaires - région scapulaire,13,M87
M8732,autres ostéonécroses secondaires - bras,13,M87
M8733,autres ostéonécroses secondaires - avant-bras,13,M87
M8734,autres ostéonécroses secondaires - main,13,M87
M8735,autres ostéonécroses secondaires - région pelvienne et cuisse,13,M87
M8736,autres ostéonécroses secondaires - jambe,13,M87
M8737,autres ostéonécroses secondaires - cheville et pied,13,M87
M8738,autres ostéonécroses secondaires - autres localisations,13,M87
M8739,autres ostéonécroses secondaires - siège non précisé,13,M87
M878,autres ostéonécroses,13,M87
M8780,autres ostéonécroses - sièges multiples,13,M87
M8781,autres ostéonécroses - région scapulaire,13,M87
M8782,autres ostéonécroses - bras,13,M87
M8783,autres ostéonécroses - avant-bras,13,M87
M8784,autres ostéonécroses - main,13,M87
M8785,autres ostéonécroses - région pelvienne et cuisse,13,M87
M8786,autres ostéonécroses - jambe,13,M87
M8787,autres ostéonécroses - cheville et pied,13,M87
M8788,autres ostéonécroses - autres localisations,13,M87
M8789,autres ostéonécroses - siège non précisé,13,M87
M879,"ostéonécrose, sans précision",13,M87
M8790,"ostéonécrose, sans précision - sièges multiples",13,M87
M8791,"ostéonécrose, sans précision - région scapulaire",13,M87
M8792,"ostéonécrose, sans précision - bras",13,M87
M8793,"ostéonécrose, sans précision - avant-bras",13,M87
M8794,"ostéonécrose, sans précision - main",13,M87
M8795,"ostéonécrose, sans précision - région pelvienne et cuisse",13,M87
M8796,"ostéonécrose, sans précision - jambe",13,M87
M8797,"ostéonécrose, sans précision - cheville et pied",13,M87
M8798,"ostéonécrose, sans précision - autres localisations",13,M87
M8799,"ostéonécrose, sans précision - siège non précisé",13,M87
M88,maladie osseuse de paget [ostéite déformante],13,M88
M880,maladie de paget du crâne,13,M88
M8800,maladie de paget du crâne - sièges multiples,13,M88
M8808,maladie de paget du crâne - autres localisations,13,M88
M888,maladie de paget d'autres os,13,M88
M8880,maladie de paget d'autres os - sièges multiples,13,M88
M8881,maladie de paget d'autres os - région scapulaire,13,M88
M8882,maladie de paget d'autres os - bras,13,M88
M8883,maladie de paget d'autres os - avant-bras,13,M88
M8884,maladie de paget d'autres os - main,13,M88
M8885,maladie de paget d'autres os - région pelvienne et cuisse,13,M88
M8886,maladie de paget d'autres os - jambe,13,M88
M8887,maladie de paget d'autres os - cheville et pied,13,M88
M8888,maladie de paget d'autres os - autres localisations,13,M88
M889,"maladie osseuse de paget, sans précision",13,M88
M8890,"maladie osseuse de paget, sans précision - sièges multiples",13,M88
M8899,"maladie osseuse de paget, sans précision - siège non précisé",13,M88
M89,autres maladies osseuses,13,M89
M890,algoneurodystrophie,13,M89
M8900,algoneurodystrophie - sièges multiples,13,M89
M8901,algoneurodystrophie - région scapulaire,13,M89
M8902,algoneurodystrophie - bras,13,M89
M8903,algoneurodystrophie - avant-bras,13,M89
M8904,algoneurodystrophie - main,13,M89
M8905,algoneurodystrophie - région pelvienne et cuisse,13,M89
M8906,algoneurodystrophie - jambe,13,M89
M8907,algoneurodystrophie - cheville et pied,13,M89
M8908,algoneurodystrophie - autres localisations,13,M89
M8909,algoneurodystrophie - siège non précisé,13,M89
M891,arrêt épiphysaire,13,M89
M8910,arrêt épiphysaire - sièges multiples,13,M89
M8911,arrêt épiphysaire - région scapulaire,13,M89
M8912,arrêt épiphysaire - bras,13,M89
M8913,arrêt épiphysaire - avant-bras,13,M89
